selector,file,action,reason,original_declarations,new_declarations
.selected-student-meta,pages/meetings/selected-student.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-1),flex-direction: column
.student-year-badge,pages/meetings/selected-student.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.meeting-type-indicator,pages/meetings/selected-student.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.meeting-card::before,pages/meetings/meeting-cards.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,transition: none,
.meeting-info-item svg,pages/meetings/meeting-cards.css,trimmed (overlap removed),Removed overlapping properties ['margin-top'] from lower-priority definition,margin-top: 0,
.filter-step-number,pages/meetings/filter-steps.css,dropped (same-priority subset),.filter-step-number in pages/meetings/filter-steps.css is strict subset of same-priority pages/meetings/filter-steps.css,font-weight: var(--font-weight-bold),
.filter-step-number,pages/meetings/filter-steps.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'height', 'width'] from lower-priority definition",font-size: 10px; height: 20px; width: 20px,
.meeting-type-card,pages/meetings/filter-steps.css,trimmed (overlap removed),"Removed overlapping properties ['flex-direction', 'padding'] from lower-priority definition",flex-direction: row; justify-content: flex-start; padding: var(--spacing-4); text-align: left,justify-content: flex-start; text-align: left
.meeting-type-card:hover,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.meeting-type-card::before,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,transition: none,
.meeting-type-card__icon,pages/meetings/filter-steps.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 40px; width: 40px,
.meeting-type-card__icon,pages/meetings/filter-steps.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 32px; width: 32px,
.meeting-type-card__icon,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,transition: none,
.meeting-type-card:hover .meeting-type-card__icon,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.meeting-type-card--selected .meeting-type-card__icon,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.meeting-type-card__label,pages/meetings/filter-steps.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'text-align'] from lower-priority definition",font-size: var(--font-size-sm); text-align: left,
.meeting-type-card__label,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.filter-select-icon,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['left'] from lower-priority definition,left: var(--spacing-2),
.filter-select-wrapper .filter-select,pages/meetings/filter-steps.css,trimmed (overlap removed),Removed overlapping properties ['padding-left'] from lower-priority definition,padding-left: var(--spacing-8),
.filter-section,pages/meetings/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.help-card,pages/meetings/meeting-records.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-6),
.meeting-form-textarea--small,pages/meetings/meeting-form.css,trimmed (overlap removed),Removed overlapping properties ['min-height'] from lower-priority definition,min-height: 70px,
h2,base/reset.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-size: inherit; font-weight: inherit; margin: 0; padding: 0,font-size: inherit; margin: 0; padding: 0
h2,base/typography.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'font-weight'] from lower-priority definition",font-size: var(--font-size-3xl); font-weight: var(--font-weight-semibold),
h2,base/typography.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
h2,base/typography.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
h3,base/reset.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-size: inherit; font-weight: inherit; margin: 0; padding: 0,font-size: inherit; margin: 0; padding: 0
h3,base/typography.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'font-weight'] from lower-priority definition",font-size: var(--font-size-2xl); font-weight: var(--font-weight-semibold),
h3,base/typography.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
h3,base/typography.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
h4,base/reset.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-size: inherit; font-weight: inherit; margin: 0; padding: 0,font-size: inherit; margin: 0; padding: 0
h4,base/typography.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'font-weight'] from lower-priority definition",font-size: var(--font-size-xl); font-weight: var(--font-weight-medium),
h5,base/reset.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-size: inherit; font-weight: inherit; margin: 0; padding: 0,font-size: inherit; margin: 0; padding: 0
h5,base/typography.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'font-weight'] from lower-priority definition",font-size: var(--font-size-lg); font-weight: var(--font-weight-medium),
h6,base/reset.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,font-size: inherit; font-weight: inherit; margin: 0; padding: 0,font-size: inherit; margin: 0; padding: 0
h6,base/typography.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'font-weight'] from lower-priority definition",font-size: var(--font-size-base); font-weight: var(--font-weight-medium),
